Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1354,Keith McLeod\mcleoke01,23-358,G,2003-10-29,MIN,,MIL,W,0,9,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
1355,Gary Neal\nealga01,26-024,G,2010-10-27,SAS,,IND,W,0,1,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7
1356,Andrae Patterson\pattean01,23-085,F,1999-02-05,MIN,@,DEN,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,0,0,0,0.7
1357,Rodrick Rhodes\rhodero01,24-037,G-F,1997-10-31,HOU,,CLE,W,0,21,2,7,.286,2,7,.286,0,0,,3,5,.600,0,0,0,4,0,0,3,3,7,0.7
1358,Andre Roberson\roberan03,21-332,G-F,2013-11-01,OKC,@,MIN,L,0,9,0,2,.000,0,1,.000,0,1,.000,0,0,,4,1,5,0,0,0,1,0,0,0.7
1359,Soumaila Samake\samakso01,22-227,C,2000-10-31,NJN,,CLE,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,1,0,0,0,0.7
1360,Sebastian Telfair\telfase01,19-149,G,2004-11-05,POR,,LAC,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
1361,Malcolm Thomas\thomama01,23-066,F,2012-01-13,SAS,,POR,W,0,2,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7
1362,Alexander Volkov\volkoal01,25-220,C,1989-11-03,ATL,,IND,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
1363,Kyle Weaver\weaveky01,22-254,G,2008-10-29,OKC,,MIL,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
1364,Randy Woods\woodsra01,22-048,G,1992-11-10,LAC,@,SAC,L,0,6,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,0.7
1365,Furkan Aldemir\aldemfu01,23-128,F-C,2014-12-15,PHI,,BOS,L,0,10,1,3,.333,1,3,.333,0,0,,0,0,,2,0,2,1,0,0,1,2,2,0.6
1366,Kenny Anderson\anderke01,21-031,G,1991-11-09,NJN,,DET,L,0,24,3,10,.300,3,10,.300,0,0,,1,2,.500,0,0,0,3,2,1,5,0,7,0.6
1367,Hilton Armstrong\armsthi01,21-355,F-C,2006-11-01,NOK,@,BOS,W,0,5,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6
1368,Brandon Bass\bassbr01,20-185,F,2005-11-01,NOK,,SAC,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,1,2,0.6
1369,Matt Bonner\bonnema01,24-212,F,2004-11-03,TOR,,HOU,W,0,6,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,0,2,0.6
1370,Avery Bradley\bradlav01,19-361,G,2010-11-22,BOS,@,ATL,W,0,6,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,1,1,1,1,0,2,0,2,0.6
1371,Tierre Brown\brownti01,22-159,G,2001-11-09,HOU,@,DEN,L,0,12,1,6,.167,1,5,.200,0,1,.000,0,0,,1,0,1,3,1,0,1,1,2,0.6
1372,Cedric Ceballos\cebalce01,21-092,F,1990-11-02,PHO,@,UTA,W,0,2,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,0,2,0.6
1373,Keith Closs\closske01,21-212,C,1997-11-01,LAC,,POR,L,0,5,0,1,.000,0,1,.000,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1,0.6
1374,Duane Cooper\coopedu01,23-134,G,1992-11-06,LAL,@,LAC,W,0,8,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,2,2,4,0.6
1375,Marquis Daniels\daniema01,22-294,G-F,2003-10-28,DAL,@,LAL,L,0,4,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6
1376,Mark Davis\davisma01,25-149,F-G,1988-11-04,MIL,@,IND,W,0,1,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6
1377,Obinna Ekezie\ekeziob01,24-072,F-C,1999-11-02,VAN,,POR,L,0,6,1,4,.250,1,4,.250,0,0,,0,1,.000,2,0,2,0,0,0,0,0,2,0.6
1378,Jim Grandholm\grandji01,30-055,F-C,1990-11-28,DAL,,LAC,W,0,1,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0,0.6
1379,Kirk Haston\hastoki01,22-272,F,2001-12-07,CHH,@,GSW,W,0,4,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6
1380,Didier Ilunga-Mbenga\mbengdj01,23-312,C,2004-11-06,DAL,,MEM,W,0,2,0,0,,0,0,,0,0,,1,2,.500,1,1,2,0,0,0,1,0,1,0.6
1381,Darryl Johnson\johnsda02,30-133,G,1996-03-07,CLE,,ATL,L,0,3,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6
1382,Thomas Jordan\jordath01,24-332,F-C,1993-04-20,PHI,@,CHI,L,0,28,4,11,.364,4,11,.364,0,0,,2,5,.400,0,5,5,0,1,0,3,4,10,0.6
1383,Dan Langhi\langhda01,22-349,F,2000-11-11,HOU,@,POR,L,0,5,1,4,.250,1,4,.250,0,0,,0,0,,1,1,2,0,0,0,0,0,2,0.6
1384,Ricky Ledo\ledori01,21-052,G,2013-11-01,DAL,@,HOU,L,0,4,1,3,.333,0,2,.000,1,1,1.000,0,0,,0,0,0,1,0,0,1,1,3,0.6
1385,Marko Milic\milicma01,20-203,G-F,1997-11-26,PHO,,NJN,W,0,1,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,1,1,2,0.6
1386,Quincy Miller\millequ01,20-028,F,2012-12-16,DEN,@,SAC,W,0,5,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,1,0,0,0,0,1,0.6
1387,Ruben Nembhard\nembhru01,24-326,G,1997-01-11,UTA,@,DET,L,0,6,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,1,0,0,0,1,2,0.6
1388,Martin Nessley\nesslma01,22-263,C,1987-11-06,LAC,@,DEN,L,0,8,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,1,0,1,2,2,2,0.6
1389,Nerlens Noel\noelne01,20-202,C-F,2014-10-29,PHI,@,IND,L,1,35,2,11,.182,2,11,.182,0,0,,2,6,.333,4,6,10,0,0,3,2,4,6,0.6
1390,Wesley Person\persowe01,23-221,G,1994-11-04,PHO,@,SAC,L,0,19,2,5,.400,2,5,.400,0,0,,0,0,,0,2,2,2,0,1,3,1,4,0.6
1391,Zoran Planinic\planizo01,21-049,G,2003-10-31,NJN,,MIN,W,0,6,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,0,1,2,0.6
1392,Miroslav Raduljica\radulmi01,25-311,C,2013-11-12,MIL,@,MIA,L,0,11,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6
1393,J.J. Redick\redicjj01,22-154,G,2006-11-25,ORL,,ATL,W,0,3,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,1,0,0,1,1,2,0.6
1394,Shea Seals\sealssh01,22-188,G,1998-03-02,LAL,@,WAS,L,0,2,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,0.6
1395,Mouhamed Sene\senesa01,20-173,C-F,2006-11-01,SEA,,POR,L,1,12,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,1,0,1,0,0.6
1396,Nolan Smith\smithno01,23-154,G,2011-12-26,POR,,PHI,W,0,3,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,0.6
1397,Eric Snow\snower01,22-193,G,1995-11-03,SEA,@,UTA,L,0,7,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,1,1,0,0,0,0,0.6
1398,Greg Stokes\stokegr01,22-103,F-C,1985-11-16,PHI,@,WSB,L,0,3,0,1,.000,0,0,,0,1,.000,1,2,.500,1,0,1,0,0,0,0,0,1,0.6
1399,Mike Sweetney\sweetmi01,21-004,F,2003-10-29,NYK,,ORL,L,0,1,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6
1400,Dragan Tarlac\tarladr01,27-178,C,2000-11-03,CHI,,NJN,L,0,12,0,3,.000,0,3,.000,0,0,,3,4,.750,1,4,5,0,0,0,1,2,3,0.6
1401,Etan Thomas\thomaet01,23-214,F,2001-11-01,WAS,@,ATL,W,0,19,2,3,.667,2,3,.667,0,0,,0,2,.000,2,1,3,0,0,0,1,5,4,0.6
1402,Bob Thornton\thornbo01,23-111,F-C,1985-10-29,NYK,@,ATL,L,0,3,0,1,.000,0,1,.000,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1,0.6
1403,Jeff Trepagnier\trepaje01,22-119,G,2001-11-07,CLE,@,NYK,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,1,0,1,0,0.6
1404,Hedo Turkoglu\turkohe01,21-227,F,2000-11-01,SAC,@,CLE,L,0,5,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,2,1,3,0.6
1405,Ekpe Udoh\udohek01,23-204,C-F,2010-12-10,GSW,,MIA,L,0,3,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6
1406,Ben Uzoh\uzohbe01,22-241,G,2010-11-15,NJN,@,LAC,W,0,6,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0,0.6
1407,Sam Vincent\vincesa01,22-161,G,1985-10-26,BOS,@,CLE,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,0.6
1408,Samaki Walker\walkesa01,20-261,F,1996-11-12,DAL,,IND,W,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,1,0,0,0,0.6
1409,Isaiah Whitehead\whiteis01,21-232,G,2016-10-26,BRK,@,BOS,L,0,4,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6
1410,Alvin Williams\willial02,23-090,G,1997-11-04,POR,,MIN,W,0,2,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6
1411,Victor Alexander\alexavi01,22-062,C-F,1991-11-01,GSW,@,DEN,W,0,9,1,3,.333,1,3,.333,0,0,,1,2,.500,1,1,2,0,0,0,1,1,3,0.5
1412,Justin Anderson\anderju01,21-343,G,2015-10-28,DAL,@,PHO,W,0,3,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,2,0.5
1413,Andrea Bargnani\bargnan01,21-006,F-C,2006-11-01,TOR,@,NJN,L,0,9,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,2,1,3,2,0.5
1414,Andris Biedrins\biedran01,18-217,C,2004-11-05,GSW,,UTA,L,0,7,0,0,,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,1,1,0.5
1415,Antonio Burks\burksan01,24-286,G,2004-12-07,MEM,,NYK,W,0,19,2,5,.400,2,3,.667,0,2,.000,0,2,.000,0,0,0,6,0,0,3,3,4,0.5
1416,Brian Cook\cookbr01,23-024,F,2003-12-28,LAL,,BOS,W,0,4,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,0,2,2,0.5
1417,Deyonta Davis\davisde01,19-329,F-C,2016-10-26,MEM,,MIN,W,0,6,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,2,0,0.5
1418,Steve Goodrich\goodrst01,25-011,F,2001-03-29,CHI,,BOS,L,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,3,2,0.5
1419,Spencer Hawes\hawessp01,19-196,C-F,2007-11-10,SAC,,MIN,W,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,3,2,0.5
1420,Josh Huestis\huestjo01,24-096,F,2016-03-24,OKC,,UTA,W,0,5,1,1,1.000,0,0,,1,1,1.000,0,2,.000,0,0,0,0,0,0,1,1,3,0.5
1421,Chris Kaman\kamanch01,21-185,C,2003-10-30,LAC,@,SEA,L,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,1,0,2,3,2,0.5
1422,Lee Mayberry\maybele01,22-147,G,1992-11-06,MIL,@,DET,W,0,15,1,3,.333,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,0.5
1423,Chris Munk\munkch01,23-089,F,1990-11-02,UTA,,PHO,L,0,2,0,0,,0,0,,0,0,,1,4,.250,1,0,1,0,0,0,0,0,1,0.5
1424,Eric Murdock\murdoer01,23-141,G,1991-11-02,UTA,@,IND,L,0,8,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,0,0,0,0,0,2,3,5,0.5
1425,Makhtar N'Diaye\ndiayma01,25-121,F,1999-04-12,VAN,@,UTA,L,0,12,0,1,.000,0,1,.000,0,0,,0,0,,2,2,4,1,0,1,1,3,0,0.5
1426,Quentin Richardson\richaqu01,20-201,G,2000-10-31,LAC,@,UTA,L,0,7,1,3,.333,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,0,2,2,0.5
1427,Isaiah Rider\rideris01,22-238,G,1993-11-05,MIN,@,DET,L,0,18,3,8,.375,3,8,.375,0,0,,0,0,,0,0,0,1,3,0,4,2,6,0.5
1428,Fred Roberts\roberfr01,23-076,F-C,1983-10-29,SAS,@,HOU,L,0,13,1,3,.333,1,3,.333,0,0,,1,1,1.000,2,1,3,0,0,1,2,3,3,0.5
1429,Rodney Rogers\rogerro01,22-138,F,1993-11-05,DEN,@,SAC,L,0,5,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,3,2,0.5
1430,Walker Russell\russewa02,29-106,G,2012-01-20,DET,,MEM,L,0,20,1,2,.500,1,2,.500,0,0,,1,2,.500,0,1,1,2,1,0,3,2,3,0.5
1431,Daniel Santiago\santida01,24-129,C,2000-10-31,PHO,@,GSW,L,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,1,0,0,2,0,0.5
1432,LaBradford Smith\smithla02,22-230,G,1991-11-19,WSB,,SEA,L,0,5,0,3,.000,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,1,0,0,1,2,0.5
1433,Cory Carr\carrco01,23-062,G,1999-02-05,CHI,@,UTA,L,0,6,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,1,1,0,0,4,2,0.4
1434,Tyler Ennis\ennisty01,20-066,G,2014-10-29,PHO,,LAL,W,0,13,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,3,0,1,3,1,2,0.4
1435,Duane Ferrell\ferredu01,23-257,F-G,1988-11-11,ATL,@,PHI,L,0,7,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,0,0,1,0,0,0,4,2,0.4
1436,Jason Hart\hartja01,22-353,G,2001-04-17,MIL,@,MIA,L,0,10,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,2,0,2,0.4
1437,Xavier Munford\munfoxa02,23-290,G,2016-03-17,MEM,@,MIL,L,0,11,0,3,.000,0,2,.000,0,1,.000,2,2,1.000,0,1,1,0,2,0,1,2,2,0.4
1438,Elliot Perry\perryel01,22-218,G,1991-11-01,LAC,@,SAC,L,0,9,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,2,3,0,6,0,2,0.4
1439,Nate Robinson\robinna01,21-155,G,2005-11-02,NYK,@,BOS,L,0,10,1,5,.200,1,5,.200,0,0,,0,0,,1,2,3,2,0,0,0,3,2,0.4
1440,Reggie Slater\slatere01,24-069,F,1994-11-04,DEN,,MIN,W,0,9,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,1,4,2,0.4
1441,Keith Appling\applike01,23-339,G,2016-01-18,ORL,@,ATL,L,0,9,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,1,0,2,0.3
1442,Kent Bazemore\bazemke01,23-131,G-F,2012-11-09,GSW,@,LAL,L,0,6,0,4,.000,0,4,.000,0,0,,0,0,,1,1,2,1,0,2,0,0,0,0.3
1443,Jerrelle Benimon\benimje01,23-221,F,2015-03-10,UTA,,NYK,W,0,2,0,0,,0,0,,0,0,,0,0,,1,2,3,0,0,0,1,0,0,0.3
1444,Steve Blake\blakest01,23-245,G,2003-10-29,WAS,@,CHI,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1445,Will Cherry\cherrwi01,23-272,G,2014-11-07,CLE,@,DEN,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1446,Patrick Christopher\chrispa01,26-207,G-F,2014-12-27,UTA,,PHI,W,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,0.3
1447,Victor Claver\clavevi01,24-065,F,2012-11-03,POR,@,HOU,W,0,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1448,Samuel Dalembert\dalemsa01,20-208,C,2001-12-04,PHI,@,SAC,L,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1449,Glen Davis\davisgl01,21-305,F-C,2007-11-02,BOS,,WAS,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3
1450,Patrick Eddie\eddiepa01,23-334,C,1991-11-26,NYK,,MIA,W,0,2,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0.3
1451,Henry Ellenson\ellenhe01,19-287,F,2016-10-26,DET,@,TOR,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3
1452,Andre Emmett\emmetan01,22-140,F,2005-01-14,MEM,@,CHA,W,0,3,0,1,.000,0,1,.000,0,0,,1,1,1.000,0,0,0,0,0,0,0,0,1,0.3
1453,Noel Felix\felixno01,24-152,F,2006-03-05,SEA,,UTA,W,0,6,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,0.3
1454,Dorian Finney-Smith\finnedo01,23-175,F,2016-10-26,DAL,@,IND,L,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1455,Joseph Forte\fortejo01,20-221,G,2001-10-30,BOS,@,CLE,W,0,13,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,1,1,2,0,0,2,0,2,0.3
1456,Kiwane Garris\garriki01,23-070,G,1997-12-03,DEN,,LAL,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1457,Mike Gibson\gibsomi01,23-007,F,1983-11-03,WSB,,DET,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,0,0,0.3
1458,Greg Grant\grantgr01,23-066,G,1989-11-03,PHO,,GSW,W,0,11,1,4,.250,0,3,.000,1,1,1.000,0,0,,0,0,0,3,1,0,3,1,3,0.3
1459,Stuart Gray\grayst01,21-153,C-F,1984-10-27,IND,,WSB,L,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1460,Jordan Hamilton\hamiljo02,21-111,G-F,2012-01-25,DEN,@,SAC,W,0,5,1,4,.250,1,4,.250,0,0,,0,0,,2,1,3,0,0,0,1,0,2,0.3
1461,Reggie Hanson\hansore01,29-172,F,1998-03-27,BOS,@,NJN,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0.3
1462,Adam Harrington\harriad01,22-129,G,2002-11-11,DAL,,POR,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0.3
1463,Aaron Harrison\harriaa01,21-023,G,2015-11-20,CHO,,PHI,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1464,Darington Hobson\hobsoda01,24-100,G,2012-01-07,MIL,@,LAC,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1465,Ed Horton\hortoed01,21-321,F,1989-11-03,WSB,@,CHH,W,0,5,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,1,0,2,0.3
1466,Danuel House\houseda01,23-157,G,2016-11-11,WAS,,CLE,L,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1467,Lester Hudson\hudsole01,25-082,G,2009-10-28,BOS,,CHA,W,0,10,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,1,0,1,0,0,0.3
1468,Serge Ibaka\ibakase01,20-042,F-C,2009-10-30,OKC,@,DET,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1469,Jaren Jackson\jacksja01,22-007,G-F,1989-11-03,NJN,@,MIA,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1470,Viacheslav Kravtsov\kravtvi01,25-118,C,2012-12-21,DET,,WAS,W,0,6,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,2,0,3,0.3
1471,Priest Lauderdale\laudepr01,23-063,C,1996-11-02,ATL,,DET,L,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1472,Jeff Lebo\leboje01,23-036,G,1989-11-10,SAS,@,UTA,L,0,2,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0.3
1473,Timothe Luwawu-Cabarrot\luwawti01,21-173,F,2016-10-29,PHI,,ATL,L,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,1,0,1,0,0,0.3
1474,Trey Lyles\lylestr01,19-357,F,2015-10-28,UTA,@,DET,L,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0.3
1475,Thon Maker\makerth01,19-248,F-C,2016-10-30,MIL,@,DET,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1476,Salah Mejri\mejrisa01,29-135,C,2015-10-28,DAL,@,PHO,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1477,Tony Mitchell\mitchto02,21-206,F,2013-10-30,DET,,WAS,W,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1478,Pete Myers\myerspe01,23-078,G-F,1986-12-02,CHI,@,SEA,W,0,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1479,Georges Niang\niangge01,23-133,F,2016-10-28,IND,@,BRK,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1480,Moochie Norris\norrimo01,23-138,G,1996-12-12,VAN,@,POR,L,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,2,1,0,1,1,0,0.3
1481,Michael Phelps\phelpmi01,24-023,G,1985-10-26,SEA,@,DAL,L,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0.3
1482,Eric Piatkowski\piatker01,24-035,G-F,1994-11-04,LAC,,POR,L,0,13,1,7,.143,1,4,.250,0,3,.000,2,2,1.000,1,1,2,1,0,1,0,4,4,0.3
1483,Lavor Postell\postela01,22-248,G,2000-10-31,NYK,,PHI,L,0,10,1,5,.200,1,3,.333,0,2,.000,0,0,,0,0,0,2,0,0,0,0,2,0.3
1484,Chris Richard\richach01,22-316,F,2007-11-06,MIN,,ORL,L,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0.3
1485,Glenn Robinson\robingl01,21-299,F,1994-11-05,MIL,,LAL,W,0,13,3,5,.600,3,5,.600,0,0,,2,4,.500,1,3,4,0,0,0,5,3,8,0.3
1486,Melvin Sanders\sandeme01,24-310,G-F,2005-11-09,SAS,@,CHA,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3
1487,Jason Sasser\sasseja01,22-360,F,1997-01-07,SAS,@,NJN,L,0,18,1,3,.333,1,3,.333,0,0,,0,0,,0,4,4,0,0,0,0,3,2,0.3
1488,James Scott\scottja01,24-167,F,1996-11-20,MIA,@,VAN,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,0.3
1489,Tornike Shengelia\shengto01,21-033,F,2012-11-07,BRK,@,MIA,L,0,12,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,2,0,2,0.3
1490,Everette Stephens\stephev01,22-014,G,1988-11-04,IND,,MIL,L,0,1,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,0.3
1491,Alex Stepheson\stephal01,28-197,F,2016-02-20,LAC,,GSW,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1492,Ed Stokes\stokeed01,26-070,C,1997-11-12,TOR,,NYK,L,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,0,0,0.3
1493,Diamond Stone\stonedi01,19-263,C,2016-10-30,LAC,,UTA,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1494,Aaron Swinson\swinsaa01,23-310,F,1994-11-15,PHO,@,POR,W,0,7,0,0,,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,1,0,0.3
1495,Mychel Thompson\thompmy02,23-217,G,2012-01-04,CLE,@,TOR,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1496,Andy Toolson\toolsan01,24-287,G-F,1990-11-02,UTA,,PHO,L,0,2,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,0.3
1497,Noah Vonleh\vonleno01,19-083,F,2014-11-15,CHO,@,GSW,L,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0.3
1498,Taurean Waller-Prince\princta02,22-219,F,2016-10-27,ATL,,WAS,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,1,0,0.3
1499,Willie White\whitewi01,22-071,G,1984-10-30,DEN,@,SAS,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0.3
1500,Chris Wilcox\wilcoch01,20-057,F,2002-10-30,LAC,,CLE,L,0,9,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,2,1,2,0.3
1501,Morlon Wiley\wileymo01,22-045,G,1988-11-08,DAL,,MIA,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1502,Micheal Williams\willimi02,22-104,G,1988-11-04,DET,@,CHI,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0.3
1503,Scott Williams\willisc01,22-226,F-C,1990-11-02,CHI,,PHI,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
1504,Paul Zipser\zipsepa01,22-254,G-F,2016-10-29,CHI,,IND,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
